Metric,Item,Region,Partner Region,Unit,Frequency,Start Date,End Date,Value
Texture,Clay content at 5 cm deep,"Division No. 1 - Medicine Hat, Alberta",,mass percent,point in time,12/31/16,12/31/16,24.84216171
Texture,Clay content at 5 cm deep,"Division No. 10 - Lloydminster, Alberta",,mass percent,point in time,12/31/16,12/31/16,20.62394556
Texture,Clay content at 5 cm deep,"Division No. 11 - Edmonton, Alberta",,mass percent,point in time,12/31/16,12/31/16,21.00710238
Texture,Clay content at 5 cm deep,"Division No. 12 - Cold Lake, Alberta",,mass percent,point in time,12/31/16,12/31/16,17.60422782
Texture,Clay content at 5 cm deep,"Division No. 13 - Whitecourt, Alberta",,mass percent,point in time,12/31/16,12/31/16,19.24901984
Texture,Clay content at 5 cm deep,"Division No. 14 - Hinton, Alberta",,mass percent,point in time,12/31/16,12/31/16,15.70756956
Texture,Clay content at 5 cm deep,"Division No. 15 - Canmore, Alberta",,mass percent,point in time,12/31/16,12/31/16,13.30137089
Texture,Clay content at 5 cm deep,"Division No. 16 - Fort McMurray, Alberta",,mass percent,point in time,12/31/16,12/31/16,21.44508893
Texture,Clay content at 5 cm deep,"Division No. 17 - Slave Lake, Alberta",,mass percent,point in time,12/31/16,12/31/16,24.06903892
Texture,Clay content at 5 cm deep,"Division No. 18 - Grande Cache, Alberta",,mass percent,point in time,12/31/16,12/31/16,17.96875032
Texture,Clay content at 5 cm deep,"Division No. 19 - Grande Prairie, Alberta",,mass percent,point in time,12/31/16,12/31/16,26.57870742
Texture,Clay content at 5 cm deep,"Division No. 2 - Lethbridge, Alberta",,mass percent,point in time,12/31/16,12/31/16,25.16607427
Texture,Clay content at 5 cm deep,"Division No. 3 - Claresholm, Alberta",,mass percent,point in time,12/31/16,12/31/16,24.14204446
Texture,Clay content at 5 cm deep,"Division No. 4 - Hanna, Alberta",,mass percent,point in time,12/31/16,12/31/16,22.42971328
Texture,Clay content at 5 cm deep,"Division No. 5 - Strathmore, Alberta",,mass percent,point in time,12/31/16,12/31/16,26.38423209
Texture,Clay content at 5 cm deep,"Division No. 6 - Calgary, Alberta",,mass percent,point in time,12/31/16,12/31/16,22.60909337
Texture,Clay content at 5 cm deep,"Division No. 7 - Wainwright, Alberta",,mass percent,point in time,12/31/16,12/31/16,21.78124971
Texture,Clay content at 5 cm deep,"Division No. 8 - Red Deer, Alberta",,mass percent,point in time,12/31/16,12/31/16,22.01237597
Texture,Clay content at 5 cm deep,"Division No. 9 - Rocky Mountain House, Alberta",,mass percent,point in time,12/31/16,12/31/16,16.14725217
Texture,Clay content at 5 cm deep,"Alberni-Clayoquot, British Columbia",,mass percent,point in time,12/31/16,12/31/16,12.76261313
Texture,Clay content at 5 cm deep,"Bulkley-Nechako, British Columbia",,mass percent,point in time,12/31/16,12/31/16,12.53345992
Texture,Clay content at 5 cm deep,"Capital, British Columbia",,mass percent,point in time,12/31/16,12/31/16,12.70162254
Texture,Clay content at 5 cm deep,"Cariboo, British Columbia",,mass percent,point in time,12/31/16,12/31/16,12.90156378
Texture,Clay content at 5 cm deep,"Central Coast, British Columbia",,mass percent,point in time,12/31/16,12/31/16,9.133537458
Texture,Clay content at 5 cm deep,"Central Kootenay, British Columbia",,mass percent,point in time,12/31/16,12/31/16,8.546238788
Texture,Clay content at 5 cm deep,"Central Okanagan, British Columbia",,mass percent,point in time,12/31/16,12/31/16,9.683677174
Texture,Clay content at 5 cm deep,"Columbia-Shuswap, British Columbia",,mass percent,point in time,12/31/16,12/31/16,9.758175572
Texture,Clay content at 5 cm deep,"Comox-Strathcona, British Columbia",,mass percent,point in time,12/31/16,12/31/16,10.26202923
Texture,Clay content at 5 cm deep,"Cowichan Valley, British Columbia",,mass percent,point in time,12/31/16,12/31/16,12.35710243
Texture,Clay content at 5 cm deep,"East Kootenay, British Columbia",,mass percent,point in time,12/31/16,12/31/16,11.61097463
Texture,Clay content at 5 cm deep,"Fraser-Fort George, British Columbia",,mass percent,point in time,12/31/16,12/31/16,13.57829577
Texture,Clay content at 5 cm deep,"Fraser Valley, British Columbia",,mass percent,point in time,12/31/16,12/31/16,8.07075634
Texture,Clay content at 5 cm deep,"Greater Vancouver, British Columbia",,mass percent,point in time,12/31/16,12/31/16,11.58248294
Texture,Clay content at 5 cm deep,"Kitimat-Stikine, British Columbia",,mass percent,point in time,12/31/16,12/31/16,9.09511235
